C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_302.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_302.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_302.jpg,0,0,0,5.144595E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_389.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_389.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_389.jpg,0,0,0,5.139046E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_472.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_472.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_472.jpg,0,0,0,5.152454E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_538.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_538.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_538.jpg,0,0,0,5.141928E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_611.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_611.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_611.jpg,0,0,0,5.145295E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_688.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_688.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_688.jpg,0,0,0,5.137082E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_764.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_764.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_764.jpg,0,0,0,5.13595E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_832.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_832.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_832.jpg,0,0,0,5.145599E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_909.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_909.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_909.jpg,0,0,0,5.14945E-05
C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\center_2021_04_23_11_00_55_983.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\left_2021_04_23_11_00_55_983.jpg,C:\Users\HP\PycharmProjects\IP\Cardata_BC\IMG\right_2021_04_23_11_00_55_983.jpg,0,0,0,5.14362E-05
